"","id","age","gender","race","income","education","region","hesitancy_q1","hesitancy_q2"
"1217",1217,18,"Female","White","Low","Bachelor's or higher","West",5,4
"1218",1218,23,"Female","Hispanic","Medium","High School or less","Northeast",3,3
"1219",1219,29,"Male","Asian","Medium","High School or less","South",3,4
"1220",1220,21,"Female","White","Medium","Bachelor's or higher","West",5,1
"1221",1221,58,"Female","Black","Low","Bachelor's or higher","South",2,5
"1222",1222,32,"Female","Hispanic","High","Bachelor's or higher","West",5,1
"1223",1223,18,"Female","White","High","Bachelor's or higher","South",3,2
"1224",1224,39,"Male","Black","Medium","Some College","Midwest",4,4
"1225",1225,43,"Male","Hispanic","High","Bachelor's or higher","South",5,3
"1226",1226,65,"Female","White","High","Bachelor's or higher","West",2,3
"1227",1227,30,"Female","Black","High","Bachelor's or higher","South",3,3
"1228",1228,71,"Female","White","High","Bachelor's or higher","South",5,3
"1229",1229,57,"Female","Hispanic","Medium","High School or less","Midwest",3,4
"1230",1230,57,"Male","Asian","Medium","High School or less","Northeast",3,2
"1231",1231,35,"Female","White","High","Some College","South",4,2
"1232",1232,85,"Female","Black","Medium","Some College","South",5,1
"1233",1233,47,"Female","White","High","High School or less","Midwest",4,1
"1234",1234,18,"Female","White","High","High School or less","South",3,1
"1235",1235,46,"Male","White","Medium","High School or less","West",3,3
"1236",1236,18,"Female","White","High","Some College","Midwest",1,1
"1237",1237,44,"Female","White","Low","High School or less","South",4,5
"1238",1238,42,"Female","Asian","High","Some College","South",4,3
"1239",1239,62,"Female","Asian","Medium","High School or less","South",5,3
"1240",1240,68,"Female","White","Medium","Bachelor's or higher","West",4,3
"1241",1241,37,"Female","White","Low","High School or less","West",2,2
"1242",1242,65,"Female","White","Medium","High School or less","Northeast",5,3
"1243",1243,76,"Male","Hispanic","Medium","Bachelor's or higher","West",3,1
"1244",1244,36,"Male","White","Low","Some College","West",5,2
"1245",1245,38,"Female","Black","Medium","Some College","Northeast",3,3
"1246",1246,62,"Female","Asian","High","High School or less","South",4,2
"1247",1247,53,"Male","Black","High","Bachelor's or higher","West",2,5
"1248",1248,60,"Male","White","High","Some College","Midwest",3,1
"1249",1249,75,"Male","White","High","Bachelor's or higher","Midwest",3,4
"1250",1250,57,"Male","White","High","High School or less","Midwest",5,3
"1251",1251,69,"Male","White","Low","Bachelor's or higher","Northeast",2,5
"1252",1252,61,"Female","White","Medium","Bachelor's or higher","Midwest",5,2
"1253",1253,58,"Female","White","Low","Some College","South",2,3
"1254",1254,57,"Female","White","High","Some College","Midwest",3,3
"1255",1255,73,"Male","Black","High","Bachelor's or higher","West",2,3
"1256",1256,32,"Male","Hispanic","Medium","High School or less","South",5,2
"1257",1257,30,"Female","Black","Low","Some College","Midwest",3,3
"1258",1258,61,"Female","White","Medium","Some College","Northeast",3,2
"1259",1259,48,"Female","Asian","High","Bachelor's or higher","Northeast",5,2
"1260",1260,51,"Male","Asian","Medium","Bachelor's or higher","South",5,3
"1261",1261,63,"Female","White","Medium","High School or less","West",1,5
"1262",1262,64,"Male","White","High","Some College","West",5,2
"1263",1263,45,"Male","White","Medium","Bachelor's or higher","South",2,4
"1264",1264,44,"Female","Asian","Low","High School or less","West",4,4
"1265",1265,51,"Female","White","Low","High School or less","South",3,2
"1266",1266,69,"Female","White","Medium","Bachelor's or higher","West",4,5
"1267",1267,58,"Male","Black","High","Some College","South",2,1
"1268",1268,76,"Female","White","Low","Some College","Midwest",3,1
"1269",1269,50,"Female","White","Low","High School or less","West",4,2
"1270",1270,70,"Female","White","Medium","High School or less","South",5,4
"1271",1271,66,"Female","White","High","Bachelor's or higher","West",5,4
"1272",1272,61,"Female","Black","Medium","Some College","West",2,5
"1273",1273,57,"Male","Asian","Medium","Some College","South",3,4
"1274",1274,45,"Female","Asian","High","High School or less","South",5,4
"1275",1275,48,"Male","Black","High","Bachelor's or higher","Northeast",3,4
"1276",1276,54,"Male","White","Low","High School or less","South",3,3
"1277",1277,51,"Male","White","Medium","High School or less","West",5,2
"1278",1278,67,"Male","Hispanic","Low","Bachelor's or higher","South",4,5
"1279",1279,48,"Male","Black","Medium","High School or less","South",5,4
"1280",1280,49,"Female","Hispanic","High","Some College","Northeast",4,2
"1281",1281,41,"Male","Hispanic","Medium","Some College","West",2,5
"1282",1282,48,"Female","White","Medium","High School or less","Midwest",2,4
"1283",1283,49,"Male","White","Medium","High School or less","South",3,2
"1284",1284,18,"Male","White","Low","High School or less","South",3,1
"1285",1285,25,"Male","White","Medium","Bachelor's or higher","Northeast",4,5
"1286",1286,49,"Female","White","High","Some College","West",2,1
"1287",1287,45,"Male","Hispanic","Medium","Some College","West",1,5
"1288",1288,28,"Male","Hispanic","Medium","Some College","Northeast",2,4
"1289",1289,18,"Female","Hispanic","Low","Bachelor's or higher","South",5,3
"1290",1290,44,"Female","White","Low","High School or less","West",4,3
"1291",1291,62,"Male","Black","Medium","High School or less","West",1,4
"1292",1292,82,"Male","Black","Low","Bachelor's or higher","West",2,2
"1293",1293,49,"Male","Asian","Medium","Some College","West",3,3
"1294",1294,77,"Male","White","High","Some College","South",4,4
"1295",1295,51,"Male","Hispanic","Medium","Some College","South",5,4
"1296",1296,52,"Female","White","Low","Bachelor's or higher","South",1,2
"1297",1297,56,"Male","White","High","Bachelor's or higher","Midwest",3,1
"1298",1298,34,"Male","Black","Low","Some College","West",5,5
"1299",1299,49,"Female","White","Low","Bachelor's or higher","Midwest",4,2
"1300",1300,66,"Female","White","Medium","High School or less","West",2,5
"1301",1301,37,"Female","White","Low","Some College","Midwest",3,1
"1302",1302,44,"Male","White","Low","High School or less","Northeast",4,3
"1303",1303,29,"Male","White","Low","High School or less","South",5,1
"1304",1304,56,"Male","White","Low","Bachelor's or higher","South",5,5
"1305",1305,58,"Female","White","High","Bachelor's or higher","Midwest",3,4
"1306",1306,62,"Male","Hispanic","Low","Some College","West",5,2
"1307",1307,28,"Male","White","Medium","High School or less","West",5,5
"1308",1308,52,"Male","White","Low","High School or less","West",2,4
"1309",1309,33,"Female","White","High","Some College","South",5,1
"1310",1310,50,"Female","Black","Low","Some College","West",2,3
"1311",1311,74,"Female","Other","Medium","Some College","West",1,3
"1312",1312,41,"Male","Hispanic","Medium","Bachelor's or higher","West",5,1
"1313",1313,63,"Male","White","High","Some College","South",4,3
"1314",1314,37,"Male","Asian","Low","High School or less","South",5,2
"1315",1315,41,"Female","White","Low","High School or less","West",1,1
"1316",1316,58,"Female","White","High","Some College","South",5,3
"1317",1317,38,"Male","White","High","Some College","West",4,5
"1318",1318,19,"Male","Hispanic","Medium","High School or less","South",5,4
"1319",1319,73,"Female","White","High","High School or less","South",2,2
"1320",1320,56,"Female","White","Low","Some College","West",2,3
"1321",1321,39,"Male","Other","High","Some College","South",2,3
"1322",1322,18,"Female","White","Low","Some College","Northeast",4,4
"1323",1323,84,"Female","White","Low","Some College","Midwest",2,3
"1324",1324,90,"Female","White","Low","Bachelor's or higher","Northeast",4,4
"1325",1325,54,"Male","White","Medium","Bachelor's or higher","South",4,4
"1326",1326,65,"Female","White","Medium","High School or less","West",3,4
"1327",1327,72,"Male","White","High","Bachelor's or higher","South",5,5
"1328",1328,37,"Female","Black","High","Bachelor's or higher","West",1,2
"1329",1329,44,"Male","Black","Low","Some College","West",2,3
"1330",1330,19,"Female","Asian","High","High School or less","South",3,3
"1331",1331,37,"Female","White","Medium","Some College","West",3,4
"1332",1332,61,"Female","White","Medium","High School or less","West",1,3
"1333",1333,45,"Male","Hispanic","Medium","High School or less","South",4,5
"1334",1334,46,"Female","White","Medium","High School or less","Northeast",3,1
"1335",1335,48,"Male","White","Medium","Bachelor's or higher","South",2,3
"1336",1336,18,"Male","White","Low","High School or less","West",2,5
"1337",1337,65,"Female","White","High","Some College","West",3,4
"1338",1338,24,"Female","White","High","Some College","South",3,3
"1339",1339,46,"Male","White","High","High School or less","Midwest",5,3
"1340",1340,42,"Female","White","Medium","High School or less","South",4,2
"1341",1341,46,"Male","White","Medium","Some College","Midwest",4,5
"1342",1342,76,"Female","Asian","High","Some College","West",3,2
"1343",1343,40,"Female","Black","Medium","Some College","South",5,2
"1344",1344,36,"Male","Hispanic","High","Some College","South",5,5
"1345",1345,23,"Male","Hispanic","Medium","Some College","South",2,3
"1346",1346,35,"Male","Asian","Medium","Bachelor's or higher","Midwest",5,1
"1347",1347,29,"Male","White","Low","Bachelor's or higher","South",4,2
"1348",1348,57,"Male","Hispanic","Medium","Some College","West",5,3
"1349",1349,34,"Female","White","Medium","Some College","South",2,5
"1350",1350,55,"Female","Hispanic","High","Bachelor's or higher","Midwest",2,5
"1351",1351,47,"Male","Black","Low","Bachelor's or higher","Midwest",3,2
"1352",1352,24,"Male","Black","Medium","Bachelor's or higher","South",3,3
"1353",1353,36,"Male","Black","Medium","High School or less","Midwest",1,5
"1354",1354,66,"Female","White","Low","Some College","Northeast",1,3
"1355",1355,66,"Female","White","High","Bachelor's or higher","Northeast",2,2
"1356",1356,86,"Male","Black","Medium","Some College","South",4,4
"1357",1357,50,"Female","Black","Medium","Some College","West",3,3
"1358",1358,23,"Male","Hispanic","High","High School or less","South",2,2
"1359",1359,36,"Female","White","Low","Some College","South",5,4
"1360",1360,57,"Male","Black","High","Some College","West",2,4
"1361",1361,84,"Female","White","High","High School or less","Northeast",3,3
"1362",1362,52,"Male","White","High","Bachelor's or higher","South",5,4
"1363",1363,71,"Male","Black","High","Bachelor's or higher","South",4,2
"1364",1364,64,"Female","White","High","High School or less","Midwest",3,2
"1365",1365,29,"Male","Hispanic","High","High School or less","West",5,4
"1366",1366,47,"Female","White","Low","Some College","West",4,4
"1367",1367,73,"Male","White","Low","Bachelor's or higher","South",2,1
"1368",1368,66,"Male","White","High","Bachelor's or higher","South",5,5
"1369",1369,58,"Male","Hispanic","High","High School or less","South",1,2
"1370",1370,59,"Female","White","Low","Some College","West",3,3
"1371",1371,41,"Female","White","High","High School or less","Northeast",3,4
"1372",1372,26,"Male","White","Medium","High School or less","Midwest",1,3
"1373",1373,73,"Female","White","Medium","Bachelor's or higher","Northeast",2,3
"1374",1374,24,"Female","White","Medium","High School or less","South",4,3
"1375",1375,33,"Female","White","Medium","High School or less","South",4,3
"1376",1376,61,"Female","White","Low","Some College","South",3,3
"1377",1377,27,"Female","White","Low","High School or less","South",2,2
"1378",1378,40,"Male","Hispanic","Low","High School or less","South",4,5
"1379",1379,29,"Female","Black","High","High School or less","South",3,5
"1380",1380,61,"Male","Hispanic","High","Bachelor's or higher","Midwest",3,5
"1381",1381,58,"Female","White","Medium","Bachelor's or higher","West",4,4
"1382",1382,58,"Male","White","Medium","Bachelor's or higher","Midwest",2,3
"1383",1383,58,"Male","Hispanic","Medium","Some College","Midwest",3,2
"1384",1384,60,"Male","Black","Low","Some College","West",3,1
"1385",1385,62,"Male","White","High","High School or less","Midwest",4,2
"1386",1386,18,"Female","Hispanic","High","Bachelor's or higher","Northeast",4,4
"1387",1387,47,"Female","Hispanic","Medium","Bachelor's or higher","West",4,3
"1388",1388,52,"Female","White","Low","Bachelor's or higher","Midwest",3,5
"1389",1389,63,"Male","White","Low","High School or less","Midwest",4,3
"1390",1390,29,"Female","White","Medium","Some College","Northeast",1,5
"1391",1391,41,"Female","Hispanic","High","Bachelor's or higher","South",4,1
"1392",1392,31,"Male","White","Medium","High School or less","South",2,4
"1393",1393,69,"Female","White","High","Bachelor's or higher","South",1,4
"1394",1394,73,"Female","White","Medium","Some College","South",3,3
"1395",1395,64,"Male","White","High","Bachelor's or higher","South",2,3
"1396",1396,28,"Male","White","Medium","High School or less","South",1,3
"1397",1397,58,"Male","Hispanic","Medium","Bachelor's or higher","South",2,4
"1398",1398,71,"Male","White","Medium","Some College","Midwest",5,4
"1399",1399,53,"Female","Hispanic","Low","Some College","Midwest",2,4
"1400",1400,40,"Female","Asian","Medium","High School or less","Midwest",4,4
"1401",1401,30,"Female","White","Low","High School or less","South",3,4
"1402",1402,38,"Female","White","Medium","High School or less","Midwest",4,3
"1403",1403,63,"Male","White","Medium","High School or less","West",4,4
"1404",1404,42,"Female","White","Low","Bachelor's or higher","South",1,4
