Page number	proj no	State	city	county	name of facility	control	category	type const	adj fac	beds provided	Total	Hill-Burton Funds	Month	Year	Status
77	0048	Georgia	Americus	Sumter	Americus Sumter CO Hosp	3	1	1	-	100	"1,353,716"	"742,564"	08	49	3
77	A048	Georgia	Americus	Sumter	Americus Sumter CO Hosp	3	1	5	4	35	"278,602"	"153,231"	06	50	3
77	N454	Georgia	Americus	Sumter	Magnolia Manor	1	0	2	-	58	"850,000"	"425,000"	07	70	2
77	0039	Georgia	Arlington	Calhoun	Calhoun Memorial Hosp	3	1	1	-	16	"158,900"	"95,340"	07	49	3
77	0433	Georgia	Arlington	Calhoun	Calhoun Memorial Hosp	3	1	5	4	28	"598,213"	"219,285"	03	69	2
77	0296	Georgia	Ashburn	Turner	Turner County Aux PHC	3	5	1	-	-	"71,984"	"27,560"	05	61	3
77	0098	Georgia	Ashburn	Turner	Turner County Hosp	3	1	1	-	25	"405,086"	"171,833"	10	51	3
77	0063	Georgia	Athens	Clarke	Athens Clarke PHC	6	5	1	-	-	"164,706"	"90,589"	09	49	3
77	0012	Georgia	Athens	Clarke	Athens General Hosp	3	1	5	4	22	"552,900"	"184,300"	04	48	3
77	D324	Georgia	Athens	Clarke	Athens General Hosp	3	9	2	-	-	"467,001"	"227,562"	12	62	3
77	0324	Georgia	Athens	Clarke	Athens General Hosp	3	1	5	4	37	"1,829,327"	"728,000"	12	62	3
77	0148	Georgia	Athens	Clarke	Athens General Hosp	3	1	5	-	86	"931,176"	"303,247"	09	54	3
77	0322	Georgia	Athens	Clarke	ST Marys Hosp	1	1	1	-	139	"3,371,652"	"1,080,000"	12	62	3
77	N456	Georgia	Atlanta	Fulton	A G Rhodes NRSNG Home	1	0	9	4	90	"1,403,578"	"635,633"	09	70	2
77	N267	Georgia	Atlanta	Fulton	A G Rhodes NRSNG Home	1	0	2	-	40	"471,631"	"234,382"	02	60	3
77	0382	Georgia	Atlanta	Fulton	Adamsville Aux PHC	3	5	5	-	-	"185,004"	"74,000"	10	65	3
77	0024	Georgia	Atlanta	Fulton	Atlanta PHC	2	5	1	-	-	"476,881"	"158,960"	08	48	3
77	R226	Georgia	Atlanta	Fulton	Cerebral Palsy School	1	6	1	-	-	"578,590"	"285,070"	04	58	3
77	D310	Georgia	Atlanta	Fulton	Crawford W Long Hosp	1	9	2	-	-	"528,497"	"246,278"	05	62	3
77	R270	Georgia	Atlanta	Fulton	Elks Aidmore Hosp	1	6	5	-	-	"646,775"	"315,393"	04	60	3
77	0146	Georgia	Atlanta	Fulton	Elks Aidmore Hosp	1	4	1	8	-	"57,727"	"19,242"	09	54	3
77	0238	Georgia	Atlanta	Fulton	Fulton CO Central PHC	3	5	1	-	-	"1,820,582"	"599,930"	10	58	3
77	0033	Georgia	Atlanta	Fulton	Fulton County Aux PHC	3	5	1	-	-	"32,901"	"10,967"	12	48	3
77	0032	Georgia	Atlanta	Fulton	Fulton County Aux PHC	3	5	1	-	-	"42,086"	"14,029"	12	48	3
77	0028	Georgia	Atlanta	Fulton	Fulton County Aux PHC	3	5	1	-	-	"31,679"	"10,560"	12	48	3
77	0029	Georgia	Atlanta	Fulton	Fulton County Aux PHC	3	5	1	-	-	"40,696"	"13,565"	12	48	3
78	0031	Georgia	Atlanta	Fulton	Fulton County Aux PHC	3	5	1	-	-	"38,726"	"12,909"	12	48	3
78	0030	Georgia	Atlanta	Fulton	Fulton County Aux PHC	3	5	1	-	-	"39,380"	"13,127"	12	48	3
78	0216	Georgia	Atlanta	Fulton	GA Dept Pub Hlth Lab	4	8	1	8	-	"238,587"	"79,244"	03	58	3
78	0315	Georgia	Atlanta	Dekalb	GA Ment HLTH Institute	4	3	1	6	157	"7,630,088"	"1,118,209"	11	62	3
78	0385	Georgia	Atlanta	Dekalb	GA Ment HLTH Institute	4	3	2	-	43	"1,036,514"	"105,000"	08	65	3
78	R315	Georgia	Atlanta	Dekalb	GA Ment HLTH Institute	4	6	1	-	-	"478,436"	"287,061"	11	62	3
78	R430	Georgia	Atlanta	Dekalb	GA Ment HLTH Institute	4	6	2	-	-	"1,747,394"	"667,137"	06	68	2
78	D385	Georgia	Atlanta	Dekalb	GA Ment HLTH Institute	4	9	2	-	-	"944,283"	"400,000"	08	65	3
78	D315	Georgia	Atlanta	Dekalb	GA Ment HLTH Institute	4	9	1	-	-	"2,530,255"	"1,265,128"	11	62	3
78	N315	Georgia	Atlanta	Dekalb	GA Ment HLTH Institute	4	LTU	1	-	26	"260,461"	"130,230"	04	64	3
78	D214	Georgia	Atlanta	Fulton	Grady Mem Hosp	3	9	1	8	-	"557,858"	"278,929"	09	57	3
78	D420	Georgia	Atlanta	Fulton	Grady Mem Hosp	3	9	3	4	-	"878,829"	"390,500"	10	67	3
78	R405	Georgia	Atlanta	Fulton	Grady Mem Hosp	3	6	2	-	-	"104,723"	"62,834"	06	66	3
78	0265	Georgia	Atlanta	Fulton	Grady Mem Hosp	3	1	2	8	-	"27,364"	"11,908"	02	60	3
78	0263	Georgia	Atlanta	Fulton	Gracy Mem Hosp	3	1	4	2	-	"1,084,363"	"462,000"	12	59	3
78	N357	Georgia	Atlanta	Fulton	Happy Haven NRSNG Home	1	0	1	-	158	"1,529,932"	"696,524"	04	64	3
78	N452	Georgia	Atlanta	Fulton	Happy Haven NRSNG Home	1	0	2	-	48	"487,112"	"243,556"	08	70	2
78	N241	Georgia	Atlanta	Fulton	Highview Nursing Home	3	0	1	-	328	"2,186,236"	"944,951"	01	59	3
78	0304	Georgia	Atlanta	Fulton	Holy Family Hosp	1	1	1	-	134	"2,859,663"	"1,037,248"	01	62	3
78	0052	Georgia	Atlanta	Fulton	Hughes Spald Pavilion	3	1	2	-	116	"1,725,984"	"1,035,509"	09	49	3
78	0136	Georgia	Atlanta	Fulton	Neighborhood Aux PHC	3	5	1	-	-	"135,641"	"35,000"	01	54	3
78	0300	Georgia	Atlanta	Fulton	North Dekalb Aux PHC	3	5	1	-	-	"88,406"	"34,884"	08	61	3
78	0248	Georgia	Atlanta	Fulton	Northeast Aux PHC	3	5	1	-	-	"177,631"	"62,744"	06	59	3
78	0424	Georgia	Atlanta	Fulton	Northside Hosp	3	1	1	-	204	"6,953,087"	"2,407,132"	03	68	2
78	0245	Georgia	Atlanta	Fulton	Rockdale Aux PHC	3	5	5	-	-	"92,877"	"38,968"	06	59	3
78	0374	Georgia	Atlanta	Fulton	South Fulton Aux PHC	3	5	2	-	-	"133,287"	"53,315"	05	65	3
78	0303	Georgia	Atlanta	Fulton	ST Josephs Infirmary	1	1	2	6	-	"1,747,050"	"542,000"	01	62	3
78	N336	Georgia	Atlanta	Dekalb	Wesley Woods NRSNG Home	1	0	1	-	160	"2,150,440"	"1,066,946"	03	63	3
78	0230	Georgia	Atlanta	Fulton	West End Aux PHC	3	5	1	-	-	"162,058"	"54,139"	05	58	3
78	0104	Georgia	Augusta	Richmond	Richmond County PHC	6	5	1	-	-	"440,915"	"191,979"	04	52	3
78	0065	Georgia	Augusta	Richmond	ST Josephs Hospital	1	1	1	-	110	"1,638,910"	"975,600"	03	50	3
78	0287	Georgia	Augusta	Richmond	ST Josephs Hospital	1	1	5	4	65	"1,317,308"	"506,000"	01	61	3
78	0240	Georgia	Augusta	Richmond	University Hosp	3	1	2	4	62	"365,847"	"146,339"	10	58	3
78	0403	Georgia	Augusta	Richmond	University Hosp	3	1	6	4	368	"14,995,298"	"4,203,330"	07	66	2
78	M403	Georgia	Augusta	Richmond	University Hosp	3	1	4	-	228	"3,290,108"	"1,130,299"	07	66	2
78	D403	Georgia	Augusta	Richmond	University Hosp	3	9	4	-	-	"1,343,717"	"668,316"	07	66	2
78	0051	Georgia	Augusta	Richmond	University Hosp	3	1	5	4	-	"1,066,431"	"460,455"	09	49	3
79	D210	Georgia	Augusta	Richmond	University Hosp	3	9	2	-	-	"161,294"	"79,165"	07	57	3
79	D227	Georgia	Augusta	Richmond	University Hosp	3	9	2	-	-	"56,411"	"28,205"	05	58	3
79	0370	Georgia	Austell	Cobb	Cobb General Hosp	3	1	1	-	167	"4,003,261"	"1,500,000"	03	65	3
79	0149	Georgia	Bainbridge	Decatur	Decatur CO PHC	3	5	1	-	-	"94,276"	"31,425"	01	55	3
79	0219	Georgia	Bainbridge	Decatur	Decatur Memorial Hosp	6	1	1	-	75	"1,472,910"	"484,950"	11	57	3
79	0060	Georgia	Barnesville	Lamar	Barnesville Lamar CO	6	7	1	-	11	"165,372"	"90,955"	09	49	3
79	0122	Georgia	Baxley	Appling	Appling CO PHC	3	5	1	-	-	"76,317"	"25,439"	01	53	3
79	0046	Georgia	Baxley	Appling	Appling General Hosp	3	1	1	-	27	"257,196"	"154,318"	08	49	3
79	L414	Georgia	Baxley	Appling	Appling General Hosp	3	LTU	5	4	30	"200,621"	"100,311"	04	67	3
79	0414	Georgia	Baxley	Appling	Appling General Hosp	3	1	4	-	40	"1,091,740"	"436,696"	04	67	3
79	0101	Georgia	Blackshear	Pierce	Pierce CO Hosp	3	1	1	-	25	"343,555"	"154,512"	11	51	3
79	0208	Georgia	Blackshear	Pierce	Pierce CO PHC	3	5	1	-	-	"82,926"	"27,629"	05	57	3
79	0449	Georgia	Blairsville	Union	Union County Aux PHC	3	5	1	8	-	"7,200"	"2,880"	06	70	2
79	0207	Georgia	Blairsville	Union	Union County Clinic	3	9	1	-	-	"37,920"	"18,960"	07	57	3
79	0249	Georgia	Blairsville	Union	Union General Hosp	3	1	2	-	16	"219,636"	"93,611"	12	59	3
79	0394	Georgia	Blairsville	Union	Union General Hosp	3	1	5	4	17	"434,923"	"171,279"	06	66	3
79	0446	Georgia	Blakely	Early	Early County Aux PHC	3	5	1	-	-	"129,495"	"51,798"	03	69	2
79	0305	Georgia	Blakely	Early	Early Memorial Hosp	3	1	1	-	30	"669,319"	"262,618"	12	61	3
79	N438	Georgia	Blakely	Early	Early Memorial Hosp	3	LTU	2	-	40	"626,495"	"313,248"	03	69	2
79	0117	Georgia	Bremen	Harlson	Bremen General Hosp	2	1	1	-	25	"380,560"	"126,833"	12	52	3
79	N412	Georgia	Bremen	Haralson	Bremen General Hosp	2	LTU	5	4	40	"587,167"	"250,000"	12	66	3
79	0286	Georgia	Bremen	Haralson	Bremen General Hosp	2	1	2	-	15	"328,797"	"128,601"	01	61	3
79	0301	Georgia	Brunswick	Glynn	Glynn Brunswick Mem	6	1	5	4	98	"2,954,707"	"1,069,000"	01	62	3
79	0174	Georgia	Brunswick	Glynn	Glynn Brunswick Mem	6	1	2	-	50	"582,362"	"193,941"	12	55	3
79	D301	Georgia	Brunswick	Glynn	Glynn Brunswick Mem	6	9	2	-	-	"351,101"	"173,979"	06	63	3
79	0096	Georgia	Brunswick	Glynn	Glynn Brunswick Mem	6	1	1	-	75	"1,130,834"	"499,104"	10	51	3
79	0130	Georgia	Brunswick	Glynn	Glynn CO PHC	3	5	1	-	-	"144,934"	"48,311"	10	52	3
79	0224	Georgia	Buchanan	Haralson	Haralson County PHC	3	5	1	-	-	"71,824"	"27,930"	04	58	3
79	0371	Georgia	Buena Vista	Marion	Marion Memorial Hosp	3	1	1	-	30	"739,568"	"291,669"	03	65	3
79	0346	Georgia	Buford	Gwinnett	Buford General Hosp	3	1	1	-	39	"1,079,577"	"400,000"	01	64	3
79	0057	Georgia	Butler	Taylor	Taylor County Aux PHC	3	5	1	-	-	"23,730"	"13,052"	09	49	3
79	0221	Georgia	Cairo	Grady	Grady Community Hosp	3	1	1	-	32	"598,034"	"234,710"	12	57	3
79	0274	Georgia	Calhoun	Gordon	Gordon County Hosp	3	1	5	4	29	"431,573"	"184,355"	06	60	3
79	0093	Georgia	Calhoun	Gordon	Gordon County Hosp	3	1	1	-	40	"631,368"	"272,511"	10	51	3
79	0260	Georgia	Calhoun	Gordon	Katherine Dorsey Aux HC	3	5	1	-	-	"117,893"	"51,527"	12	59	3
79	0381	Georgia	Camilla	Mitchell	Mitchell County Hosp	3	1	5	4	21	"526,085"	"210,000"	07	65	3
79	A007	Georgia	Camilla	Mitchell	Mitchell County Hosp	3	1	2	2	-	"42,903"	"14,301"	04	49	3
80	0007	Georgia	Camilla	Mitchell	Mitchell County Hosp	3	1	1	-	32	"268,139"	"89,380"	03	48	3
80	N294	Georgia	Camilla	Mitchell	Mitchell County Hosp	3	LTU	2	-	24	"291,822"	"134,601"	06	61	3
80	0114	Georgia	Camilla	Mitchell	Mitchell County Hosp	3	1	2	2	16	"116,726"	"38,909"	10	52	3
80	0084	Georgia	Camilla	Mitchell	Mitchell County PHC	3	5	1	-	-	"84,896"	"46,693"	12	50	3
80	0375	Georgia	Canton	Cherokee	Cherokee CO Aux PHC	3	5	1	-	-	"99,199"	"37,800"	03	65	3
80	0254	Georgia	Canton	Cherokee	R T Jones Memorial Hosp	3	1	1	-	67	"1,465,229"	"640,422"	11	59	3
80	0444	Georgia	Carnesville	Franklin	Franklyn County PHC	3	5	4	-	-	"100,486"	"40,000"	02	69	2
80	0129	Georgia	Carrollton	Carroll	Carroll CO PHC	3	5	1	-	-	"83,409"	"27,803"	01	53	3
80	0001	Georgia	Carrollton	Carroll	Tanner Memorial Hosp	6	1	1	-	40	"528,000"	"176,000"	01	48	3
80	0350	Georgia	Carrolton	Carroll	Tanner Memorial Hosp	6	1	5	-	44	"746,012"	"284,000"	01	64	3
80	0257	Georgia	Carollton	Carroll	Tanner Memorial Hosp	6	1	2	4	26	"473,429"	"207,468"	11	59	3
80	0138	Georgia	Cartersville	Bartow	Bartow CO PHC	3	5	1	-	-	"99,726"	"33,154"	01	54	3
80	0261	Georgia	Cartersville	Bartow	Sam Howell Mem Hosp	3	1	1	-	60	"1,339,197"	"560,542"	12	59	3
80	0102	Georgia	Cedartown	Polk	Polk CO PHC	3	5	1	-	-	"81,877"	"36,845"	02	52	3
80	0050	Georgia	Cedartown	Polk	Polk General Hosp	3	1	5	-	10	"69,500"	"41,700"	09	49	3
80	0145	Georgia	Cedartown	Polk	Polk General Hosp	3	1	5	-	10	"113,766"	"36,743"	10	54	3
80	0159	Georgia	Center Hill	Fulton	Center Hill Aux PHC	3	5	3	8	-	"3,068"	889	03	55	3
80	0019	Georgia	Center Hill	Fulton	Fulton County Aux PHC	3	5	1	-	-	"42,120"	"14,040"	05	48	3
80	0035	Georgia	Chatsworth	Murray	Murray County Mem Hosp	3	1	1	8	-	"41,000"	"13,667"	07	49	3
80	0137	Georgia	Clarkesville	Fabersham	Habersham CO Aux PHC	3	5	1	-	-	"65,509"	"21,836"	01	54	3
80	0088	Georgia	Claxton	Evans	Evans CO Aux PHC	3	5	1	-	-	"39,763"	"21,869"	06	51	3
80	0081	Georgia	Clayton	Rabun	Rabun County Aux PHC	3	5	1	-	-	"63,951"	"35,173"	12	50	3
80	0040	Georgia	Clayton	Rabun	Rabun County Hosp	3	1	1	-	20	"237,000"	"130,350"	07	49	3
80	0231	Georgia	Clayton	Rabun	Rabun County Hosp	3	1	2	4	10	"157,146"	"62,307"	08	58	3
80	0313	Georgia	Cleveland	White	White County PHC	3	5	1	-	-	"59,278"	"23,481"	08	62	3
80	0185	Georgia	Cochran	Bleckley	Bleckley CO PHC	3	5	1	-	-	"63,386"	"21,114"	01	56	3
80	0408	Georgia	Cochran	Bleckley	Bleckley County Hosp	3	1	1	-	40	"1,193,352"	"410,400"	12	66	3
80	0156	Georgia	College Park	Fulton	College Park Aux PHC	3	5	3	8	-	"3,068"	889	03	55	3
80	0361	Georgia	College Park	Fulton	North Clayton Aux PHC	3	5	1	-	-	"76,247"	"30,297"	05	64	3
80	0173	Georgia	Colpuitt	Miller	Miller CO Hosp	3	1	1	-	25	"355,201"	"116,667"	12	55	3
80	N368	Georgia	Colquitt	Miller	Miller CO Hosp	3	LTU	2	-	40	"381,841"	"190,000"	06	65	3
80	0147	Georgia	Columbus	Muscogee	Columbus City Hosp	2	1	5	-	143	"2,296,677"	"699,649"	09	54	3
80	0090	Georgia	Columbus	Muscogee	Columbus City Hosp	2	1	5	2	-	"207,451"	"93,353"	10	51	3
80	0126	Georgia	Columbus	Muscogee	Columbus PHC	3	5	1	-	-	"437,217"	"145,609"	01	53	3
80	0457	Georgia	Columbus	Muscogee	Columbus PHC	2	5	2	-	-	"398,464"	"139,023"	07	70	3
80	N266	Georgia	Columbus	Muscogee	Highland House	3	0	3	4	32	"212,826"	"106,413"	03	60	3
80	D437	Georgia	Columbus	Muscogee	Medical Center	2	9	2	-	-	"582,700"	"270,018"	02	69	2
81	C321	Georgia	Columbus	Muscogee	Medical Center	2	LTU	2	-	70	"1,034,757"	"510,266"	11	62	3
81	G321	Georgia	Columbus	Muscogee	Medical Center	2	1	2	4	198	"4,017,333"	"1,217,935"	11	62	3
81	N442	Georgia	Columbus	Muscogee	Muscogee CO NRSNG Home	3	0	1	-	100	"1,251,600"	"625,800"	02	69	2
81	0011	Georgia	Columbus	Muscogee	ST Francis Hosp	1	1	1	-	154	"1,909,807"	"636,602"	03	48	3
81	0206	Georgia	Columbus	Muscogee	ST Francis Hosp	1	1	2	2	-	"659,189"	"218,810"	05	57	3
81	0340	Georgia	Commerce	Jackson	Banks Jackson Commerce	5	1	5	-	23	"331,037"	"130,103"	06	63	3
81	0218	Georgia	Commerce	Jackson	Banks Jackson Commerce	5	1	1	-	40	"812,897"	"259,174"	11	57	3
81	N402	Georgia	Commerce	Jackson	Banks Jackson Commerce	5	LTU	2	-	45	"605,611"	"290,000"	08	66	3
81	0268	Georgia	Conyers	Rockdale	Rockdale County Aux PHC	3	5	1	-	-	"67,357"	"29,637"	03	60	3
81	0264	Georgia	Conyers	Rockdale	Rockdale County Hosp	3	1	2	4	20	"421,819"	"167,988"	02	60	3
81	0308	Georgia	Cordele	Crisp	Crisp County Hosp	3	1	5	4	20	"336,475"	"134,079"	12	61	3
81	0095	Georgia	Cordele	Crisp	Crisp County Hosp	3	1	1	-	50	"770,846"	"345,150"	10	51	3
81	0393	Georgia	Cordele	Crisp	Crisp County PHC	3	5	1	-	-	"215,743"	"83,382"	06	66	3
81	0378	Georgia	Covington	Newton	Newton County Aux PHC	3	5	1	-	-	"151,101"	"60,000"	04	65	3
81	0413	Georgia	Covington	Newton	Newton County Hosp	3	1	5	4	38	"1,215,713"	"472,991"	12	66	3
81	0252	Georgia	Covington	Newton	Newton County Hosp	3	1	2	-	18	"298,364"	"127,089"	10	59	3
81	0111	Georgia	Covington	Newton	Newton County Hosp	3	1	1	-	34	"567,192"	"186,246"	09	52	3
81	0177	Georgia	Cumming	Forsyth	Forsyth CO Hosp	3	1	1	-	30	"413,464"	"137,821"	01	56	3
81	0211	Georgia	Cumming	Forsyth	Forsyth CO PHC	3	5	1	-	-	"70,943"	"23,648"	09	57	3
81	N436	Georgia	Cuthbert	Randolph	Randolph CO NRSNG Home	3	LTU	2	-	40	"702,003"	"285,000"	03	69	2
81	0194	Georgia	Dahlonega	Lumpkin	Lumpkin CO PHC	3	5	1	-	-	"52,759"	"17,586"	05	56	3
81	0320	Georgia	Dallas	Paulding	Paulding CO Mem Hosp	3	1	5	4	20	"303,588"	"119,519"	10	62	3
81	0199	Georgia	Dallas	Paulding	Pauldig CO Mem Hosp	3	1	1	-	25	"394,871"	"131,624"	02	57	3
81	N351	Georgia	Dallas	Paulding	Paulding CO Mem Hosp	3	LTU	2	-	45	"496,266"	"243,795"	02	64	3
81	0355	Georgia	Dallas	Paulding	Paulding County Aux PHC	3	5	1	-	-	"119,549"	"47,815"	03	64	3
81	G253	Georgia	Dalton	Whitfield	Hamilton Mem Hosp	6	1	5	4	57	"1,239,220"	"515,736"	11	59	3
81	0135	Georgia	Dalton	Whitfield	Hamilton Mem Hosp	6	1	1	-	72	"1,297,456"	"407,623"	01	54	3
81	0253	Georgia	Dalton	Whitfield	Hamilton Mem Hosp	6	9	5	-	-	"275,408"	"136,323"	11	59	3
81	0209	Georgia	Dalton	Whitfield	Whitfield CO PHC	3	5	1	-	-	"207,283"	"69,095"	07	57	3
81	0080	Georgia	Darien	Mcintosh	Mcintosh County Aux PHC	3	5	1	-	-	"49,919"	"27,456"	12	50	3
81	0181	Georgia	Dawson	Terrell	Terrell CO PHC	3	5	1	-	-	"103,448"	"34,463"	01	56	3
81	0042	Georgia	Dawson	Terrell	Terrell County Hosp	3	1	1	-	27	"255,868"	"153,520"	07	49	3
81	0277	Georgia	Dawson	Terrell	Terrell County Hosp	3	1	5	-	12	"256,575"	"112,551"	11	60	3
81	0068	Georgia	Dawsonville	Dawson	Dawson County Aux PHC	3	5	1	-	-	"44,082"	"26,449"	12	49	3
81	0014	Georgia	Decatur	Dekalb	Dekalb County PHC	3	5	1	-	-	"195,216"	"65,072"	05	48	3
81	0416	Georgia	Decatur	Dekalb	Dekalb County PHC	3	5	1	-	-	"1,305,000"	"520,494"	02	67	3
81	0426	Georgia	Decatur	Dekalb	Dekalb General Hosp	3	1	5	4	179	"5,889,934"	"2,355,974"	03	68	2
82	0234	Georgia	Decatur	Dekalb	Dekalb General Hosp	3	1	1	-	200	"4,458,879"	"1,762,485"	08	58	3
82	N426	Georgia	Decatur	Dekalb	Dekalb General Hosp	3	LTU	2	-	93	"2,080,169"	"1,040,084"	03	68	2
82	0283	Georgia	Decatur	Dekalb	Southwest Dekalb Aux HC	3	5	1	-	-	"80,950"	"35,524"	12	60	3
82	0334	Georgia	Demorest	Habersham	Habersham County Hosp	3	1	5	4	26	"656,697"	"254,000"	06	63	3
82	N410	Georgia	Demorest	Habersham	Habersham County Hosp	3	LTU	2	4	40	"637,786"	"313,013"	12	66	3
82	0045	Georgia	Demorest	Habersham	Habersham County Hosp	3	1	1	-	44	"555,200"	"302,625"	07	49	3
82	0044	Georgia	Douglas	Coffee	Coffee County Hosp	3	1	1	-	60	"945,264"	"519,895"	07	49	3
82	0362	Georgia	Douglas	Coffee	Coffee County Hosp	3	1	5	-	55	"1,288,587"	"512,000"	06	64	3
82	0131	Georgia	Douglas	Coffee	Coffee County PHC	3	5	1	-	-	"92,653"	"30,885"	12	52	3
82	0089	Georgia	Douglasville	Douglas	Douglas CO Aux PHC	3	5	1	-	-	"52,000"	"23,400"	05	51	3
82	0354	Georgia	Douglasville	Douglas	Georgian Villa	1	0	1	-	50	"520,157"	"250,000"	02	64	3
82	0419	Georgia	Dublin	Laurens	Laurens CO PHC	3	5	4	-	-	"297,999"	"119,088"	04	67	3
82	0139	Georgia	Dublin	Laurens	Laurens CO PHC	3	5	1	-	-	"93,246"	"31,082"	02	54	3
82	0075	Georgia	Dublin	Laurens	Laurens Memorial Hosp	3	1	1	-	60	"879,334"	"483,633"	12	50	3
82	0369	Georgia	Dublin	Laurens	Laurens Memorial Hosp	3	1	2	-	53	"934,454"	"312,560"	12	65	3
82	0189	Georgia	Duluth	Gwinnett	Joan Glancy Mem Hosp	3	1	5	-	13	"367,324"	"109,300"	03	56	3
82	N415	Georgia	Duluth	Gwinnett	Joan Glancy Mem Hosp	3	LTU	2	4	50	"617,198"	"308,599"	03	67	3
82	0157	Georgia	East Point	Fulton	East Point Aux PHC	3	5	3	8	-	"3,068"	889	03	55	3
82	0246	Georgia	East Point	Fulton	East Point Aux PHC	3	5	5	-	-	"190,979"	"66,319"	06	59	3
82	0279	Georgia	East Point	Fulton	South Fulton Hosp	5	1	1	-	152	"2,852,932"	"1,230,237"	12	60	3
82	N388	Georgia	East Point	Fulton	South Fulton Hosp	5	LTU	2	4	118	"4,234,065"	"982,181"	08	66	3
82	D356	Georgia	East Point	Fulton	South Fulton Hosp	5	9	2	-	-	"295,043"	"146,932"	03	64	3
82	D450	Georgia	East Point	Fulton	South Fulton Hosp	5	9	2	-	-	"1,250,719"	"354,211"	07	70	2
82	0377	Georgia	Eastman	Dodge	Dodge County Aux PHC	3	5	1	-	-	"86,102"	"34,434"	05	65	3
82	0282	Georgia	Eastman	Dodge	Dodge County Hosp	3	1	1	-	50	"942,255"	"369,444"	12	60	3
82	0125	Georgia	Eatcnton	Putnam	Putnam CO Aux PHC	3	5	1	-	-	"73,602"	"24,534"	11	52	3
82	N434	Georgia	Edison	Calhoun	Calhoun Nursing Home	3	0	1	-	40	"536,530"	"268,000"	03	69	2
82	N411	Georgia	Elberton	Elbert	Elbert County Hosp	3	LTU	2	4	40	"631,449"	"303,936"	12	66	3
82	0008	Georgia	Elberton	Elbert	Elbert County Hosp	3	1	1	-	47	"780,276"	"260,092"	03	48	3
82	0062	Georgia	Elberton	Elbert	Elberton Elbert CO PHC	6	5	1	-	-	"79,491"	"47,695"	09	49	3
82	0341	Georgia	Ellijay	Gilmer	Gilmer County Aux PHC	3	5	1	-	-	"88,787"	"35,441"	06	63	3
82	N392	Georgia	Ellijay	Gilmer	Gilmer Nursing Home	3	LTU	2	-	40	"482,508"	"241,000"	08	66	3
82	0115	Georgia	Ellijay	Gilmer	Watkins Memorial Hosp	3	1	1	-	25	"358,578"	"118,129"	09	52	3
82	0458	Georgia	Ellijay	Gilmer	Watkins Memorial Hosp	1	1	2	4	20	"798,850"	"234,902"	09	70	2
82	D195	Georgia	Emory Univ	Dekalb	Emory Clinic	1	9	2	8	-	"1,577,278"	"135,671"	06	56	3
82	0103	Georgia	Folkston	Charlton	Charlton CO Aux PHC	3	5	1	-	-	"45,593"	"20,517"	03	52	3
82	0335	Georgia	Forest Park	Clayton	Clayton County Aux PHC	3	5	1	-	-	"74,905"	"29,738"	03	63	3
82	0103	Georgia	Folkston	Charlton	Charlton CO Aux PHC	3	5	1	-	-	"45,593"	"20,517"	03	52	3
82	0335	Georgia	Forest Park	Clayton	Clayton County Aux PHC	3	5	1	-	-	"74,905"	"29,738"	03	63	3
83	0155	Georgia	Forsyth	Monroe	Monroe CO Aux PHC	3	5	1	-	-	"69,866"	"23,256"	01	55	3
83	0179	Georgia	Forsyth	Monroe	Monroe CO Hosp	3	1	1	-	25	"391,725"	"129,409"	02	56	3
83	N389	Georgia	Fort Gaines	Clay	Clay CO Fort Gaines	6	LTU	2	-	40	"468,316"	"230,000"	08	66	3
83	0123	Georgia	Fort Valley	Peach	Peach County Aux PHC	3	5	1	-	-	"55,387"	"18,462"	03	53	3
83	0338	Georgia	Fort Valley	Peach	Peach County Aux PHC	3	5	2	-	-	"20,369"	"8,142"	06	63	3
83	0349	Georgia	Fort Valley	Peach	Peach County Hosp	3	1	5	-	27	"631,208"	"243,600"	01	64	3
83	0215	Georgia	Fort Valley	Peach	Peach County Hosp	3	1	5	4	10	"174,865"	"58,145"	10	57	3
83	0100	Georgia	Fort Valley	Peach	Peach County Hosp	3	1	1	-	34	"413,029"	"179,758"	11	51	3
83	0180	Georgia	Franklin	Heard	Heard CO Memorial Hosp	3	1	5	-	12	"205,798"	"68,084"	02	56	3
83	0021	Georgia	Franklin	Heard	Heard CO Memorial Hosp	1	1	1	8	-	"17,217"	"5,739"	05	48	3
83	N390	Georgia	FT Oglethorpe	Catoosa	Houston Jewell Mem	3	LTU	6	-	100	"1,538,148"	"760,370"	08	66	3
83	0229	Georgia	FT Oglethorpe	Walker	Tri County Hosp	3	1	5	4	37	"1,887,771"	"695,087"	05	58	3
83	0073	Georgia	FT Oglethorpe	Walker	Tri County Hosp	3	1	5	-	100	"1,398,612"	"659,486"	12	50	3
83	0005	Georgia	Gainesville	Hall	Hall CO Hosp	3	1	1	-	112	"1,666,228"	"536,102"	02	48	3
83	0176	Georgia	Gainesville	Hall	Hall CO Hosp	3	1	5	-	60	"793,670"	"263,333"	01	56	3
83	0326	Georgia	Gainesville	Hall	Hall CO Hosp	6	9	2	-	-	"273,691"	"120,135"	12	62	3
83	0326	Georgia	Gainesville	Hall	Hall CO Hosp	6	1	5	4	129	"2,551,215"	"955,253"	12	62	3
83	0278	Georgia	Gainesville	Hall	Hall CO Hosp	3	1	2	6	-	"365,328"	"160,396"	11	60	3
